epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,2274.74,1.07336,1.18484,1.09413,1.10785,0.85974,0.70018,0.9139,0.7032,0.86738,0.69994,0.90242,0.58727,1.00344,1.44053,0.95192,0.88728,0.0085645,0.0085645,0.0085645
31,2347.14,1.07021,1.18012,1.06444,1.11569,0.78294,0.90675,0.9148,0.70587,0.77541,0.88448,0.88235,0.55896,1.13047,1.53762,1.02459,0.91122,0.008515,0.008515,0.008515
32,2419.56,1.07741,1.16304,1.05841,1.10287,0.77651,0.83982,0.908,0.66725,0.76085,0.82504,0.88292,0.58543,1.11123,1.3714,0.92764,0.92355,0.0084655,0.0084655,0.0084655
33,2491.99,1.07159,1.16019,1.03956,1.10916,0.76586,0.70648,0.85868,0.64264,0.76586,0.70648,0.86358,0.5201,1.36352,1.51294,1.00942,0.95598,0.008416,0.008416,0.008416
34,2564.38,1.06543,1.18601,1.05925,1.11229,0.76664,0.89171,0.91904,0.69122,0.75221,0.8966,0.89754,0.58866,1.23426,1.39285,0.89023,0.95767,0.0083665,0.0083665,0.0083665
35,2636.72,1.06959,1.18948,1.05905,1.10665,0.91402,0.70899,0.9094,0.71239,0.91402,0.70899,0.91031,0.55691,1.09654,1.34381,0.89469,0.90069,0.008317,0.008317,0.008317
36,2709.13,1.0431,1.12252,1.05084,1.1019,0.88805,0.75287,0.90645,0.70135,0.80365,0.73027,0.87263,0.58243,1.13682,1.41993,0.88486,0.91158,0.0082675,0.0082675,0.0082675
37,2781.56,1.03814,1.145,1.05955,1.09917,0.74996,0.80958,0.88089,0.68744,0.74996,0.80958,0.88296,0.55696,1.1375,1.5521,0.90335,0.93023,0.008218,0.008218,0.008218
38,2853.94,1.03386,1.13346,1.04804,1.10041,0.8578,0.74367,0.90573,0.70314,0.87532,0.71584,0.88098,0.58421,1.11584,1.68191,0.94333,0.92321,0.0081685,0.0081685,0.0081685
39,2926.26,1.04794,1.1303,1.01457,1.08623,0.89942,0.79004,0.91398,0.7025,0.89268,0.76896,0.88867,0.54526,1.08407,1.45307,0.85863,0.88821,0.008119,0.008119,0.008119
40,2998.65,1.03511,1.12312,1.02642,1.09566,0.83226,0.8286,0.91557,0.71213,0.81954,0.83948,0.9177,0.54,1.17768,1.63518,0.8697,0.93359,0.0080695,0.0080695,0.0080695
