epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1426.7,1.06153,1.13512,1.05884,1.09022,0.79912,0.80688,0.90927,0.70967,0.7965,0.75472,0.85039,0.52517,1.10108,1.46988,1.00152,0.82264,0.008119,0.008119,0.008119
40,1460.7,1.04477,1.14668,1.04905,1.08241,0.81012,0.87196,0.92314,0.71487,0.7719,0.83686,0.874,0.54653,1.10384,1.34606,0.85074,0.85711,0.0080695,0.0080695,0.0080695
41,1494.79,1.05127,1.14365,1.05661,1.07757,0.8181,0.7811,0.91822,0.72082,0.79806,0.76523,0.88167,0.58136,1.04863,1.42951,0.8525,0.82258,0.00802,0.00802,0.00802
42,1528.87,1.05159,1.16628,1.05752,1.06122,0.73634,0.84767,0.90211,0.69094,0.72343,0.83543,0.88416,0.55707,1.04809,1.5357,0.85858,0.81244,0.0079705,0.0079705,0.0079705
43,1562.84,1.03078,1.15969,1.02909,1.06597,0.89927,0.74423,0.90055,0.72522,0.89927,0.74423,0.88818,0.58319,1.07854,1.45279,0.8745,0.82971,0.007921,0.007921,0.007921
44,1596.8,1.04408,1.13756,1.07126,1.08598,0.90492,0.74103,0.86283,0.71327,0.92663,0.74107,0.87893,0.54677,0.99235,1.44842,0.83153,0.8121,0.0078715,0.0078715,0.0078715
45,1630.66,1.03528,1.13059,1.06075,1.05802,0.87969,0.80484,0.91824,0.71563,0.85752,0.77249,0.84404,0.54658,1.00272,1.35107,0.88505,0.8115,0.007822,0.007822,0.007822
46,1664.49,0.99577,1.10017,0.9835,1.0524,0.73198,0.9106,0.91317,0.67445,0.7038,0.86164,0.87279,0.59586,1.07095,1.33599,0.81872,0.82494,0.0077725,0.0077725,0.0077725
47,1698.43,0.99895,1.10999,0.99442,1.05455,0.74337,0.86373,0.8868,0.67843,0.70019,0.82331,0.81704,0.54146,1.04345,1.52755,0.87402,0.82624,0.007723,0.007723,0.007723
48,1732.39,0.9805,1.10131,0.98285,1.04941,0.85332,0.83114,0.91914,0.71982,0.84123,0.81398,0.89454,0.60539,0.9231,1.26261,0.77025,0.81019,0.0076735,0.0076735,0.0076735
49,1766.38,1.00835,1.12176,1.00704,1.05626,0.74674,0.88552,0.90186,0.73298,0.72276,0.85994,0.85977,0.55591,0.89532,1.44024,0.79334,0.79809,0.007624,0.007624,0.007624
50,1800.38,1.00099,1.1158,0.98514,1.04743,0.79727,0.84356,0.91455,0.73134,0.76643,0.82097,0.86763,0.55278,1.00385,1.34663,0.82939,0.81954,0.0075745,0.0075745,0.0075745
51,1834.37,0.99746,1.11013,0.98624,1.04816,0.80449,0.89701,0.924,0.71954,0.75613,0.86057,0.86631,0.58577,1.01272,1.31078,0.803,0.81386,0.007525,0.007525,0.007525
52,1868.38,0.97538,1.0837,0.94263,1.0456,0.73097,0.90831,0.91231,0.71364,0.70534,0.87574,0.86417,0.55149,1.03708,1.2809,0.83717,0.84395,0.0074755,0.0074755,0.0074755
53,1902.34,0.98625,1.03422,1.00315,1.04587,0.75352,0.89188,0.90333,0.71646,0.71387,0.83333,0.82869,0.55738,0.97073,1.36052,0.83823,0.81258,0.007426,0.007426,0.007426
54,1936.34,1.00085,1.08181,1.01255,1.06095,0.73017,0.86519,0.90358,0.70299,0.71742,0.84931,0.88004,0.59292,1.01309,1.45409,0.82243,0.83179,0.0073765,0.0073765,0.0073765
55,1970.34,0.9591,1.06545,0.98074,1.04135,0.92152,0.81041,0.90615,0.72774,0.89809,0.79715,0.88269,0.5844,1.04573,1.29029,0.8347,0.82319,0.007327,0.007327,0.007327
56,2004.31,0.97178,1.02962,0.94743,1.0478,0.74394,0.85979,0.88396,0.6916,0.72882,0.84392,0.87907,0.55557,0.97617,1.40587,0.82109,0.80801,0.0072775,0.0072775,0.0072775
57,2038.36,0.9408,1.02706,0.92663,1.03281,0.70936,0.93122,0.90502,0.73804,0.69048,0.90917,0.87749,0.59973,0.9372,1.31206,0.80398,0.81226,0.007228,0.007228,0.007228
58,2072.38,0.96344,1.04781,0.98859,1.04049,0.79432,0.82784,0.90622,0.72902,0.75228,0.79203,0.86274,0.54858,0.94356,1.29545,0.81488,0.8265,0.0071785,0.0071785,0.0071785
59,2106.37,0.96927,1.02304,0.95795,1.04538,0.88252,0.81424,0.9323,0.75886,0.84976,0.73866,0.87759,0.59269,0.91903,1.33757,0.76339,0.8129,0.007129,0.007129,0.007129
60,2140.43,0.97463,1.00224,0.97045,1.05131,0.88018,0.79736,0.91921,0.73276,0.83548,0.7686,0.86265,0.55595,0.96604,1.27209,0.79115,0.80361,0.0070795,0.0070795,0.0070795
61,2174.37,0.9443,1.03807,0.92291,1.0314,0.80361,0.85099,0.91591,0.74989,0.77144,0.81981,0.86449,0.59538,0.93281,1.29204,0.77779,0.80255,0.00703,0.00703,0.00703
62,2208.3,0.96107,1.0789,0.98141,1.03821,0.78483,0.89947,0.91083,0.72811,0.75706,0.86772,0.87455,0.56089,0.97632,1.38493,0.78869,0.81971,0.0069805,0.0069805,0.0069805
63,2242.34,0.93688,1.03913,0.93427,1.03662,0.77278,0.8449,0.9161,0.72438,0.76217,0.82786,0.88674,0.56384,1.03344,1.41579,0.8261,0.80665,0.006931,0.006931,0.006931
64,2276.28,0.95299,1.03233,0.93408,1.03306,0.8035,0.85888,0.91745,0.69728,0.72686,0.82555,0.85299,0.55387,1.03561,1.69125,0.78274,0.79974,0.0068815,0.0068815,0.0068815
65,2310.25,0.95057,1.01984,0.93218,1.03233,0.77277,0.86871,0.92355,0.73358,0.81191,0.81217,0.89909,0.62165,0.93892,1.40225,0.79012,0.79964,0.006832,0.006832,0.006832
66,2344.24,0.94866,1.05299,0.9462,1.02656,0.78843,0.8748,0.91517,0.74531,0.77351,0.85893,0.89522,0.59718,0.90253,1.45236,0.76111,0.80565,0.0067825,0.0067825,0.0067825
67,2378.26,0.95094,1.0364,0.94288,1.03133,0.82201,0.84397,0.91899,0.75116,0.7852,0.77832,0.84958,0.57004,0.94771,1.28019,0.78192,0.78102,0.006733,0.006733,0.006733
68,2412.24,0.94444,0.99814,0.94325,1.03655,0.81642,0.87525,0.93526,0.76761,0.7444,0.89183,0.91692,0.59613,0.84462,1.33409,0.72757,0.80124,0.0066835,0.0066835,0.0066835
69,2446.26,0.94356,1.0094,0.91538,1.02619,0.74595,0.93386,0.90504,0.72135,0.73036,0.89487,0.8663,0.60273,1.0354,1.41789,0.79961,0.80256,0.006634,0.006634,0.006634
70,2480.13,0.94823,0.98287,0.90746,1.03327,0.74504,0.92928,0.91764,0.74824,0.74504,0.92928,0.91764,0.62995,0.97229,1.43872,0.79457,0.79257,0.0065845,0.0065845,0.0065845
71,2514.14,0.93619,1.03849,0.92347,1.03642,0.78443,0.89951,0.91863,0.73155,0.75016,0.89947,0.88427,0.63013,0.92242,1.49122,0.743,0.78771,0.006535,0.006535,0.006535
72,2548.24,0.9235,1.0199,0.92457,1.02076,0.76048,0.91534,0.92317,0.76903,0.73986,0.8933,0.90797,0.61098,0.89284,1.25715,0.73443,0.77976,0.0064855,0.0064855,0.0064855
73,2582.23,0.93601,1.00744,0.91677,1.04181,0.85126,0.85327,0.93,0.77227,0.88506,0.75329,0.88357,0.59578,0.92523,1.32076,0.72995,0.80158,0.006436,0.006436,0.006436
74,2616.22,0.92617,1.02674,0.92405,1.02409,0.80145,0.91735,0.9241,0.75222,0.77187,0.88576,0.88041,0.57309,0.95998,1.22318,0.77582,0.78879,0.0063865,0.0063865,0.0063865
75,2650.26,0.9144,1.02021,0.91686,1.02293,0.79322,0.91603,0.93313,0.73841,0.76282,0.84665,0.88169,0.6022,0.97785,1.36874,0.74569,0.78874,0.006337,0.006337,0.006337
76,2684.2,0.9238,1.04385,0.87285,1.02565,0.89742,0.81061,0.93828,0.74774,0.90536,0.75249,0.88283,0.59053,1.04044,1.28591,0.72956,0.81004,0.0062875,0.0062875,0.0062875
77,2718.25,0.91035,1.02672,0.90006,1.01507,0.80382,0.93524,0.9372,0.73538,0.77243,0.87281,0.88909,0.60962,0.92697,1.51082,0.71624,0.76839,0.006238,0.006238,0.006238
78,2752.24,0.91661,1.01663,0.87646,1.02023,0.78413,0.87125,0.92451,0.75642,0.76882,0.85559,0.90171,0.56891,0.93882,1.29969,0.72787,0.79759,0.0061885,0.0061885,0.0061885
79,2786.24,0.89669,0.98438,0.8797,1.02344,0.8182,0.91889,0.93151,0.73257,0.78623,0.8876,0.89055,0.56113,0.94085,1.29728,0.74556,0.78134,0.006139,0.006139,0.006139
80,2820.2,0.91711,1.00637,0.88515,1.02838,0.80323,0.93122,0.92528,0.73019,0.7728,0.89947,0.88989,0.57493,0.88043,1.16323,0.72811,0.79176,0.0060895,0.0060895,0.0060895
81,2854.06,0.90107,1.00791,0.85987,1.01752,0.81011,0.84744,0.9286,0.75834,0.78895,0.83643,0.90428,0.58945,0.91766,1.20814,0.73603,0.78911,0.00604,0.00604,0.00604
82,2888.03,0.87772,0.98664,0.85308,1.00621,0.79082,0.91576,0.93252,0.77795,0.76983,0.89498,0.91444,0.61686,0.86011,1.42345,0.73009,0.78157,0.0059905,0.0059905,0.0059905
83,2922.11,0.89049,0.9638,0.85291,1.01548,0.83448,0.93728,0.93568,0.7246,0.76527,0.87593,0.86427,0.59248,0.96341,1.37491,0.69489,0.80863,0.005941,0.005941,0.005941
84,2956.13,0.89139,0.99286,0.88609,1.02775,0.79468,0.9232,0.93029,0.73174,0.76703,0.88807,0.88964,0.61107,0.97131,1.33439,0.74091,0.79471,0.0058915,0.0058915,0.0058915
85,2990.08,0.872,0.99257,0.85018,1.00656,0.80074,0.89045,0.93369,0.74855,0.8527,0.73625,0.87738,0.55583,0.90438,1.38565,0.71233,0.78869,0.005842,0.005842,0.005842
86,3024.06,0.88304,0.97122,0.86391,1.01825,0.80222,0.89742,0.93308,0.75231,0.78252,0.87447,0.90471,0.59165,0.88925,1.27382,0.70399,0.80105,0.0057925,0.0057925,0.0057925
87,3058.07,0.88617,0.99054,0.86136,1.00818,0.78263,0.9279,0.92051,0.74601,0.77094,0.91555,0.91992,0.57117,0.96952,1.30033,0.73149,0.80614,0.005743,0.005743,0.005743
88,3092.02,0.90068,0.99187,0.86124,1.0231,0.78451,0.94262,0.93469,0.74814,0.75059,0.90225,0.90965,0.58132,0.98023,1.40615,0.72939,0.81377,0.0056935,0.0056935,0.0056935
89,3126.01,0.88701,0.99088,0.84687,1.01116,0.76957,0.9212,0.9356,0.75413,0.75648,0.90623,0.91326,0.621,0.88799,1.31501,0.70086,0.78384,0.005644,0.005644,0.005644
90,3160.01,0.85987,0.95752,0.82528,1.006,0.83414,0.82337,0.92538,0.73533,0.8188,0.79168,0.89647,0.5863,0.9532,1.27873,0.75717,0.80027,0.0055945,0.0055945,0.0055945
91,3193.99,0.87285,0.97024,0.83468,1.00574,0.80996,0.91273,0.93128,0.76941,0.79506,0.89686,0.91008,0.60286,0.85573,1.42505,0.71844,0.7795,0.005545,0.005545,0.005545
92,3227.91,0.86735,0.97949,0.85431,1.01294,0.75366,0.89531,0.92225,0.75508,0.79751,0.79069,0.88611,0.58885,0.8516,1.34938,0.75477,0.77402,0.0054955,0.0054955,0.0054955
