epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,2068.05,0.93125,1.04028,0.92513,1.01292,0.88145,0.72458,0.91543,0.72998,0.90831,0.69515,0.8661,0.58099,1.02126,1.40516,0.80228,0.78973,0.007228,0.007228,0.007228
58,2102.46,0.98062,1.05052,0.98504,1.02061,0.69492,0.92504,0.90867,0.71776,0.67043,0.8933,0.87058,0.55989,0.89941,1.40811,0.81527,0.77091,0.0071785,0.0071785,0.0071785
59,2136.84,0.96673,1.00946,0.94334,1.03259,0.87228,0.81295,0.90413,0.69561,0.83247,0.78178,0.85183,0.59938,0.99479,1.2989,0.80854,0.78419,0.007129,0.007129,0.007129
60,2171.37,0.98042,1.00273,0.98058,1.03292,0.84243,0.83713,0.90861,0.75523,0.79795,0.78992,0.87287,0.58278,0.87599,1.20561,0.72223,0.77369,0.0070795,0.0070795,0.0070795
61,2205.87,0.95904,1.07031,0.94523,1.02409,0.81091,0.83743,0.91954,0.73369,0.77729,0.80443,0.88931,0.59137,0.94226,1.27772,0.7705,0.77559,0.00703,0.00703,0.00703
62,2240.34,0.97021,1.08843,0.99371,1.02925,0.78004,0.94974,0.932,0.73408,0.74376,0.91182,0.9003,0.60724,0.96809,1.2967,0.73834,0.78605,0.0069805,0.0069805,0.0069805
63,2274.79,0.94889,1.0529,0.94895,1.02496,0.78535,0.84127,0.92071,0.72646,0.77813,0.76279,0.88769,0.60402,0.95001,1.39636,0.76019,0.7779,0.006931,0.006931,0.006931
64,2309.15,0.96714,1.0581,0.93923,1.0243,0.82732,0.89865,0.93207,0.70083,0.76756,0.83724,0.8639,0.52902,1.02025,1.53435,0.81982,0.78377,0.0068815,0.0068815,0.0068815
65,2343.55,0.96068,1.04625,0.93846,1.01875,0.83575,0.9141,0.93429,0.77724,0.78446,0.88875,0.90957,0.60589,0.86995,1.42668,0.72733,0.76231,0.006832,0.006832,0.006832
66,2377.89,0.96333,1.07131,0.95787,1.01915,0.7835,0.84868,0.90533,0.74541,0.82525,0.80388,0.90336,0.57785,0.86761,1.29325,0.72852,0.76085,0.0067825,0.0067825,0.0067825
67,2412.39,0.96526,1.05157,0.94952,1.02336,0.78274,0.9232,0.92982,0.7633,0.73635,0.87924,0.8818,0.60292,0.94783,1.23595,0.73918,0.76007,0.006733,0.006733,0.006733
68,2446.8,0.9661,1.00791,0.95751,1.02835,0.79652,0.86332,0.93119,0.75007,0.77228,0.83132,0.90305,0.57885,0.92271,1.25192,0.69271,0.77706,0.0066835,0.0066835,0.0066835
69,2481.26,0.96552,1.02005,0.93469,1.01442,0.76873,0.88804,0.92459,0.73685,0.77015,0.88514,0.9238,0.57938,0.99041,1.49649,0.74037,0.76787,0.006634,0.006634,0.006634
70,2515.73,0.94533,1.0001,0.91764,1.02322,0.8188,0.91153,0.92316,0.75489,0.80488,0.89717,0.90477,0.59712,0.89798,1.49512,0.74132,0.76936,0.0065845,0.0065845,0.0065845
71,2550.24,0.95639,1.04294,0.91415,1.02433,0.77927,0.90895,0.92491,0.74554,0.74925,0.8772,0.88378,0.5892,0.91176,1.43082,0.76477,0.77635,0.006535,0.006535,0.006535
72,2584.73,0.939,1.02482,0.92896,1.00882,0.78417,0.94383,0.92553,0.75107,0.76381,0.92179,0.90704,0.60262,0.85828,1.25234,0.68952,0.75524,0.0064855,0.0064855,0.0064855
73,2619.14,0.95351,1.02454,0.93362,1.03052,0.91407,0.81305,0.92732,0.75122,0.87798,0.77733,0.87786,0.59353,0.89318,1.27067,0.74757,0.76603,0.006436,0.006436,0.006436
74,2653.67,0.94002,1.0484,0.94673,1.0146,0.79025,0.91218,0.90614,0.74508,0.7593,0.88081,0.87029,0.5984,0.87741,1.29623,0.73497,0.74895,0.0063865,0.0063865,0.0063865
75,2688.15,0.94214,1.03664,0.92082,1.01524,0.82363,0.87174,0.92673,0.75075,0.82363,0.87174,0.92673,0.57882,0.89847,1.3614,0.73668,0.75808,0.006337,0.006337,0.006337
