epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1056.14,1.07143,1.16461,1.10537,1.0762,0.91064,0.69599,0.89153,0.70812,0.74268,0.80468,0.86771,0.53019,1.13994,1.53221,1.1343,0.8387,0.0085645,0.0085645,0.0085645
31,1087.86,1.08983,1.16257,1.09046,1.0968,0.79934,0.72738,0.88698,0.71077,0.72364,0.77784,0.86132,0.59785,1.10601,1.40744,1.00553,0.86654,0.008515,0.008515,0.008515
32,1119.75,1.07819,1.16647,1.06601,1.07725,0.69489,0.83774,0.86712,0.65964,0.69421,0.82088,0.83968,0.55281,1.26212,1.47193,0.92564,0.88308,0.0084655,0.0084655,0.0084655
33,1151.59,1.05781,1.14667,1.06658,1.07066,0.74969,0.78316,0.86267,0.61778,0.72378,0.77138,0.8458,0.49027,1.37585,1.58832,1.09536,0.91466,0.008416,0.008416,0.008416
34,1183.38,1.06433,1.1624,1.06249,1.07692,0.86202,0.85854,0.90592,0.70064,0.83176,0.8156,0.88408,0.56609,1.12269,1.36676,0.89028,0.85155,0.0083665,0.0083665,0.0083665
35,1215.2,1.06095,1.19463,1.07492,1.07131,0.84205,0.74484,0.89151,0.68438,0.81946,0.72943,0.87458,0.57188,1.19048,1.49159,0.94344,0.84685,0.008317,0.008317,0.008317
36,1247.06,1.04273,1.11346,1.05192,1.0659,0.82569,0.76429,0.83296,0.63208,0.78521,0.73255,0.79998,0.51028,1.0998,1.39828,0.93389,0.82152,0.0082675,0.0082675,0.0082675
37,1278.85,1.04094,1.12254,1.05043,1.06306,0.75023,0.81108,0.86093,0.67764,0.75023,0.81108,0.86276,0.53856,1.13809,1.53621,0.91998,0.83729,0.008218,0.008218,0.008218
38,1310.73,1.06319,1.11857,1.07136,1.08306,0.78029,0.85009,0.87816,0.67004,0.86873,0.74858,0.86308,0.49892,1.24222,1.65477,0.98792,0.8473,0.0081685,0.0081685,0.0081685
39,1342.5,1.03382,1.13497,1.03324,1.04958,0.90264,0.69432,0.90692,0.73186,0.87569,0.67857,0.8666,0.56624,1.23908,1.48634,0.9207,0.83269,0.008119,0.008119,0.008119
40,1374.24,1.04744,1.13132,1.04329,1.0629,0.75518,0.8933,0.89676,0.70024,0.72218,0.86155,0.86716,0.52717,1.02164,1.59838,0.82455,0.82097,0.0080695,0.0080695,0.0080695
41,1406.07,1.00252,1.08922,0.98745,1.05903,0.83347,0.79764,0.89974,0.71247,0.81463,0.78186,0.88098,0.55973,1.10242,1.51458,0.84557,0.82544,0.00802,0.00802,0.00802
