epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,690.976,1.15206,1.20973,1.17344,1.08794,0.83103,0.7996,0.89866,0.68021,0.83103,0.7996,0.89817,0.60175,1.24068,1.4695,0.97744,0.83825,0.008515,0.008515,0.008515
32,713.132,1.14867,1.24301,1.2024,1.0863,0.72375,0.77659,0.86675,0.68103,0.66343,0.83235,0.85517,0.56078,1.02558,1.40374,0.93414,0.80323,0.0084655,0.0084655,0.0084655
33,735.302,1.11908,1.18894,1.15847,1.07458,0.54445,0.77519,0.78011,0.55659,0.95417,0.51024,0.73764,0.46679,1.37741,1.86281,1.56227,0.93948,0.008416,0.008416,0.008416
34,757.457,1.12743,1.22645,1.14046,1.0776,0.8512,0.78369,0.86651,0.6798,0.83377,0.77011,0.85722,0.57338,0.97606,1.35519,0.9515,0.81518,0.0083665,0.0083665,0.0083665
35,779.696,1.11251,1.19343,1.14717,1.07277,0.79581,0.9046,0.90942,0.70221,0.76554,0.87921,0.87746,0.56703,1.03885,1.5117,1.04574,0.81262,0.008317,0.008317,0.008317
36,801.945,1.13133,1.2102,1.16469,1.08326,0.74636,0.84392,0.86604,0.668,0.72003,0.79229,0.83357,0.57386,1.09507,1.40285,0.93421,0.8483,0.0082675,0.0082675,0.0082675
37,824.185,1.09429,1.21625,1.13854,1.07296,0.79736,0.80013,0.90011,0.68967,0.77776,0.78671,0.87955,0.592,1.07593,1.28855,0.91027,0.84758,0.008218,0.008218,0.008218
38,846.379,1.08972,1.19675,1.12528,1.06528,0.79265,0.86155,0.89454,0.70378,0.72764,0.81393,0.82366,0.5288,1.0712,1.4753,1.00444,0.80088,0.0081685,0.0081685,0.0081685
39,868.581,1.10434,1.18667,1.13962,1.08648,0.84807,0.84739,0.91915,0.71526,0.80576,0.81366,0.88411,0.53214,1.14342,1.46724,0.88412,0.84985,0.008119,0.008119,0.008119
40,890.693,1.08223,1.18253,1.11196,1.06757,0.75598,0.80423,0.86807,0.70532,0.71649,0.77249,0.81746,0.56335,0.97058,1.26156,0.86892,0.79828,0.0080695,0.0080695,0.0080695
